Order_No,Time from Pickup to Arrival
Order_No_25049,2651.3408880965617
Order_No_8098,3026.915708845134
Order_No_10130,2651.3408880965617
Order_No_21586,3243.8025917931186
Order_No_26084,2803.7474456739856
Order_No_2487,2803.7474456739856
Order_No_3174,3354.265491206368
Order_No_5241,2625.5570516779044
Order_No_20379,3372.244368952936
Order_No_4148,3336.300648340114
Order_No_17901,2739.948795473868
Order_No_22574,2651.3408880965617
Order_No_20110,2868.4052333534164
Order_No_2300,3233.2916646548792
Order_No_9491,3296.923778947414
Order_No_21446,3257.1345004167556
Order_No_26867,2819.7579478930916
Order_No_15569,2836.010216951994
Order_No_1123,2687.00091994186
Order_No_20077,2808.6981994698854
Order_No_16953,2712.963402459026
Order_No_7010,3265.5286804327015
Order_No_7702,3485.1392490557073
Order_No_7354,2687.00091994186
Order_No_4184,2724.0114472862424
Order_No_453,2680.526215014156
Order_No_2121,2803.7474456739856
Order_No_561,2734.1658203472316
Order_No_4080,2689.91977200978
Order_No_23670,2689.91977200978
Order_No_22573,2868.4052333534164
Order_No_26485,3233.2916646548792
Order_No_23793,2625.5570516779044
Order_No_838,3287.138520089309
Order_No_9036,3354.265491206368
Order_No_2552,2868.4052333534164
Order_No_27545,3348.7365361143957
Order_No_19043,2289.494382482146
Order_No_4258,2598.841708875255
Order_No_14978,2306.4649396704613
Order_No_472,2995.9016627396595
Order_No_7008,3311.0477927539246
Order_No_27714,2928.265657158134
Order_No_17691,3329.5423951161947
Order_No_9594,2625.5570516779044
Order_No_17278,2932.737180945768
Order_No_27832,3399.591165669167
Order_No_11568,3233.2916646548792
Order_No_14445,2651.3408880965617
Order_No_6426,2241.368718353948
Order_No_2551,3372.060904861646
Order_No_6576,3227.1974781086865
Order_No_24462,3354.265491206368
Order_No_24824,3252.7931300520477
Order_No_17569,3469.766671376111
Order_No_23150,3399.591165669167
Order_No_13216,3221.9959440183075
Order_No_17670,2815.0950155886776
Order_No_10346,3293.0356807506832
Order_No_19405,3252.7931300520477
Order_No_4124,2718.5350385380307
Order_No_5015,3348.7365361143957
Order_No_14944,3374.0853950917867
Order_No_27634,3021.036430789394
Order_No_4900,2651.3408880965617
Order_No_105,3277.82410325564
Order_No_26717,3381.631117315839
Order_No_27202,3169.410205922228
Order_No_28005,3372.244368952936
Order_No_6670,3485.1392490557073
Order_No_4093,2739.948795473868
Order_No_24427,2965.358408227153
Order_No_22619,3346.8859965113566
Order_No_27082,2838.6321697033354
Order_No_11927,3296.522040302203
Order_No_591,2965.358408227153
Order_No_19085,3322.3720613489636
Order_No_13511,2701.1426990046384
Order_No_5355,2815.0950155886776
Order_No_3482,2680.526215014156
Order_No_25646,2991.6998008966625
Order_No_672,3275.0656050661673
Order_No_26175,3337.3848942527575
Order_No_21137,2808.6981994698854
Order_No_8229,3334.961345373902
Order_No_24178,2724.0114472862424
Order_No_5364,3123.5513805602213
Order_No_21825,2947.8508450934323
Order_No_3075,3265.5286804327015
Order_No_14689,2901.2276712994712
Order_No_27897,2991.6998008966625
Order_No_27429,3354.265491206368
Order_No_23438,2266.5128308568987
Order_No_11718,2805.2289484555245
Order_No_11297,2812.0575546057726
Order_No_25875,2718.5350385380307
Order_No_9444,2651.3408880965617
Order_No_2483,2924.096739125351
Order_No_17199,3336.300648340114
Order_No_19719,2711.1310754389215
Order_No_23373,2733.817185823964
Order_No_980,3021.036430789394
Order_No_6916,2625.5570516779044
Order_No_5011,2939.474471717561
Order_No_2431,2734.1658203472316
Order_No_14143,2998.186483258168
Order_No_17788,3245.7409227290655
Order_No_27178,3372.060904861646
Order_No_22525,3372.244368952936
Order_No_12263,2839.767603875507
Order_No_7519,3021.036430789394
Order_No_14722,3169.410205922228
Order_No_85,3346.8859965113566
Order_No_27751,2947.8508450934323
Order_No_23231,2680.526215014156
Order_No_19789,3257.1345004167556
Order_No_12276,3279.1210730045154
Order_No_8625,3122.8313863372364
Order_No_23749,3334.5078792783634
Order_No_8755,3336.300648340114
Order_No_2500,3287.138520089309
Order_No_17678,2987.1302084894905
Order_No_21226,2947.8508450934323
Order_No_16366,2739.948795473868
Order_No_19640,2718.5350385380307
Order_No_7181,2868.4052333534164
Order_No_25252,2701.1426990046384
Order_No_20484,3354.265491206368
Order_No_25993,3336.664852990602
Order_No_16007,3296.923778947414
Order_No_4835,2901.2276712994712
Order_No_3416,3265.5286804327015
Order_No_23387,3311.824016388101
Order_No_12704,3352.033986205048
Order_No_11441,2849.8437712662508
Order_No_10988,3114.822970138853
Order_No_22955,3329.5423951161947
Order_No_8407,3265.5286804327015
Order_No_10849,3329.5423951161947
Order_No_11769,2718.5350385380307
Order_No_25090,3021.036430789394
Order_No_153,2819.7579478930916
Order_No_9329,2812.0575546057726
Order_No_26495,3134.633674864595
Order_No_18539,3265.5286804327015
Order_No_22588,3041.8728922418704
Order_No_14186,2689.91977200978
Order_No_20762,3322.3720613489636
Order_No_27646,3021.036430789394
Order_No_13063,3329.5423951161947
Order_No_13519,2712.963402459026
Order_No_23289,2724.0114472862424
Order_No_12913,3233.2916646548792
Order_No_26018,2864.26391001933
Order_No_25074,2991.6998008966625
Order_No_25669,3134.633674864595
Order_No_9941,3021.036430789394
Order_No_17602,2724.0114472862424
Order_No_26937,2712.963402459026
Order_No_23102,2680.526215014156
Order_No_15254,2796.228348800184
Order_No_13606,2701.1426990046384
Order_No_26925,2805.2289484555245
Order_No_26582,2598.841708875255
Order_No_10103,2734.1658203472316
Order_No_10448,3372.060904861646
Order_No_11571,3265.5286804327015
Order_No_20617,2998.186483258168
Order_No_17653,3296.522040302203
Order_No_25444,2651.3408880965617
Order_No_16080,3224.273404518347
Order_No_3167,3021.036430789394
Order_No_26651,2724.0114472862424
Order_No_14468,3122.8313863372364
Order_No_27172,3311.824016388101
Order_No_20276,2718.5350385380307
Order_No_17446,2849.8437712662508
Order_No_16340,3336.748472613622
Order_No_5643,3219.6022561184545
Order_No_16188,3348.7365361143957
Order_No_6304,3134.633674864595
Order_No_16085,3344.330415723455
Order_No_3583,2939.474471717561
Order_No_5537,2734.1658203472316
Order_No_22031,3337.245767911644
Order_No_6001,3227.680393957483
Order_No_8878,3021.036430789394
Order_No_18161,2724.0114472862424
Order_No_1270,3233.2916646548792
Order_No_17069,3114.822970138853
Order_No_25359,2778.8336721976184
Order_No_24932,3265.5286804327015
Order_No_12820,3309.1562226483748
Order_No_11090,2829.770272772087
Order_No_6049,2972.3689867288012
Order_No_18616,3348.7365361143957
Order_No_10387,2836.010216951994
Order_No_10022,2825.0487522705334
Order_No_18411,2724.0114472862424
Order_No_24341,2687.00091994186
Order_No_2569,2734.1658203472316
Order_No_17097,3134.633674864595
Order_No_1621,2687.00091994186
Order_No_24926,2312.036575749466
Order_No_21071,2815.5146728685613
Order_No_17248,3114.822970138853
Order_No_3773,2823.7838368233424
Order_No_5653,2733.817185823964
Order_No_8824,2687.00091994186
Order_No_27032,2939.474471717561
Order_No_12156,2712.963402459026
Order_No_13013,3372.060904861646
Order_No_22736,2998.186483258168
Order_No_20412,3041.8728922418704
Order_No_27344,2805.2289484555245
Order_No_14921,2819.7579478930916
Order_No_830,2712.963402459026
Order_No_24456,2689.91977200978
Order_No_17641,3334.961345373902
Order_No_25322,2991.6998008966625
Order_No_17842,2680.526215014156
Order_No_3580,2724.0114472862424
Order_No_26441,2803.7474456739856
Order_No_5036,3171.598113836126
Order_No_18077,3265.5286804327015
Order_No_677,2819.7579478930916
Order_No_22822,2680.526215014156
Order_No_12884,3336.748472613622
Order_No_10292,3337.245767911644
Order_No_26897,3275.0656050661673
Order_No_15675,2939.474471717561
Order_No_14327,3122.8313863372364
Order_No_12703,3227.680393957483
Order_No_8392,3372.244368952936
Order_No_7535,3134.633674864595
Order_No_16912,2598.841708875255
Order_No_25714,3326.6790761342654
Order_No_16672,3354.265491206368
Order_No_7676,2625.5570516779044
Order_No_22687,2805.2289484555245
Order_No_5672,2815.5146728685613
Order_No_3876,3227.680393957483
Order_No_7374,2289.494382482146
Order_No_25160,2901.2276712994712
Order_No_26419,2651.3408880965617
Order_No_25171,2598.841708875255
Order_No_12727,2778.8336721976184
Order_No_17195,2712.963402459026
Order_No_19621,2838.6321697033354
Order_No_4333,2289.494382482146
Order_No_2196,2625.5570516779044
Order_No_5214,2349.495609289984
Order_No_25862,2819.7579478930916
Order_No_138,2651.3408880965617
Order_No_10300,2598.841708875255
Order_No_4269,2739.948795473868
Order_No_20768,3243.8025917931186
Order_No_2922,2833.4613693414362
Order_No_18188,2805.2289484555245
Order_No_22357,3354.265491206368
Order_No_14776,2718.5350385380307
Order_No_9752,2991.6998008966625
Order_No_13355,2819.7579478930916
Order_No_20723,3122.8313863372364
Order_No_13650,2711.1310754389215
Order_No_27988,2711.1310754389215
Order_No_3189,2998.186483258168
Order_No_25747,3265.5286804327015
Order_No_16868,3122.8313863372364
Order_No_15671,2965.358408227153
Order_No_11113,2689.91977200978
Order_No_13981,3114.822970138853
Order_No_24103,2849.8437712662508
Order_No_5564,2680.526215014156
Order_No_5108,2991.6998008966625
Order_No_5725,2939.474471717561
Order_No_4571,3265.5286804327015
Order_No_26718,2991.6998008966625
Order_No_11677,2947.8508450934323
Order_No_18254,3277.82410325564
Order_No_16032,2803.7474456739856
Order_No_24546,3114.822970138853
Order_No_1239,3402.6331822499424
Order_No_3055,3021.036430789394
Order_No_22081,2711.1310754389215
Order_No_16676,3348.7365361143957
Order_No_3706,2724.0114472862424
Order_No_27622,3339.882725822839
Order_No_26066,2849.8437712662508
Order_No_7232,3041.8728922418704
Order_No_590,3372.244368952936
Order_No_5625,2680.526215014156
Order_No_3538,3048.151296713148
Order_No_18603,2987.1302084894905
Order_No_16630,2932.737180945768
Order_No_21454,2796.228348800184
Order_No_23080,3334.5078792783634
Order_No_16383,2639.875302604617
Order_No_3988,2991.6998008966625
Order_No_23181,2711.1310754389215
Order_No_6169,3346.8859965113566
Order_No_12336,3257.1345004167556
Order_No_9862,3346.8859965113566
Order_No_21173,3134.633674864595
Order_No_9114,2812.0575546057726
Order_No_12293,3336.300648340114
Order_No_18118,3227.1974781086865
Order_No_6103,3021.036430789394
Order_No_20222,2972.3689867288012
Order_No_6739,3348.7365361143957
Order_No_6849,2651.3408880965617
Order_No_8601,3352.033986205048
Order_No_15461,3134.633674864595
Order_No_17976,3372.060904861646
Order_No_17863,3233.2916646548792
Order_No_4056,3048.151296713148
Order_No_18280,2651.3408880965617
Order_No_9411,3372.060904861646
Order_No_2159,2796.228348800184
Order_No_19598,3369.576955717078
Order_No_5734,3354.265491206368
Order_No_24625,3294.5535216843805
Order_No_22067,3294.5535216843805
Order_No_13215,2689.91977200978
Order_No_13267,2819.7579478930916
Order_No_10980,2712.963402459026
Order_No_1409,3354.265491206368
Order_No_13660,2724.0114472862424
Order_No_15620,3134.633674864595
Order_No_14156,3026.915708845134
Order_No_15387,3334.7437491312803
Order_No_2550,3336.300648340114
Order_No_9943,2680.526215014156
Order_No_7884,2733.817185823964
Order_No_18650,2724.0114472862424
Order_No_4653,3169.410205922228
Order_No_20413,2805.2289484555245
Order_No_25456,3336.300648340114
Order_No_15681,3345.385486172552
Order_No_26048,3041.8728922418704
Order_No_11869,3122.8313863372364
Order_No_2137,2651.3408880965617
Order_No_5551,3372.244368952936
Order_No_25995,3336.748472613622
Order_No_21593,3354.265491206368
Order_No_26944,2849.8437712662508
Order_No_28164,2734.1658203472316
Order_No_27406,2987.1302084894905
Order_No_8465,3169.410205922228
Order_No_9396,3326.6790761342654
Order_No_28212,3348.7365361143957
Order_No_13677,3343.352552459036
Order_No_3369,3293.0356807506832
Order_No_20520,3296.522040302203
Order_No_7104,3252.7931300520477
Order_No_21462,2819.7579478930916
Order_No_3092,3485.1392490557073
Order_No_13539,2972.3689867288012
Order_No_3828,3114.822970138853
Order_No_24315,2833.4613693414362
Order_No_21088,3372.244368952936
Order_No_18774,2864.26391001933
Order_No_1440,2680.526215014156
Order_No_22610,2812.2319700042935
Order_No_22269,2712.963402459026
Order_No_12565,2651.3408880965617
Order_No_4345,2932.737180945768
Order_No_6549,3348.7365361143957
Order_No_7645,3348.7365361143957
Order_No_20228,3252.7931300520477
Order_No_24601,2651.3408880965617
Order_No_14659,2724.0114472862424
Order_No_19197,2680.526215014156
Order_No_8648,2651.3408880965617
Order_No_14636,3169.410205922228
Order_No_24235,2651.3408880965617
Order_No_21089,3399.591165669167
Order_No_24602,3134.633674864595
Order_No_2836,2965.358408227153
Order_No_3749,3277.82410325564
Order_No_13233,3311.0477927539246
Order_No_23070,3334.5078792783634
Order_No_10135,2724.0114472862424
Order_No_8870,2598.841708875255
Order_No_24445,2680.526215014156
Order_No_13454,3372.244368952936
Order_No_3035,2711.1310754389215
Order_No_6448,2803.7474456739856
Order_No_1311,2712.963402459026
Order_No_16354,2724.0114472862424
Order_No_23493,2687.00091994186
Order_No_21452,2724.0114472862424
Order_No_2467,2598.841708875255
Order_No_19460,2598.841708875255
Order_No_27657,2724.0114472862424
Order_No_15863,2718.5350385380307
Order_No_16686,2712.963402459026
Order_No_21218,2651.3408880965617
Order_No_2076,2680.526215014156
Order_No_5254,2625.5570516779044
Order_No_17729,2651.3408880965617
Order_No_27695,2724.0114472862424
Order_No_3502,2823.7838368233424
Order_No_19529,2724.0114472862424
Order_No_24395,2724.0114472862424
Order_No_18614,2651.3408880965617
Order_No_26869,2718.5350385380307
Order_No_9900,2651.3408880965617
Order_No_24225,2680.526215014156
Order_No_7762,2701.1426990046384
Order_No_2931,2651.3408880965617
Order_No_6666,2712.963402459026
Order_No_2640,2651.3408880965617
Order_No_21117,2712.963402459026
Order_No_11755,2712.963402459026
Order_No_19108,2839.767603875507
Order_No_26297,2651.3408880965617
Order_No_23873,3399.591165669167
Order_No_6639,2680.526215014156
Order_No_18697,3277.82410325564
Order_No_12712,2802.178422674823
Order_No_10675,2802.178422674823
Order_No_19469,3114.822970138853
Order_No_21562,3169.410205922228
Order_No_8935,2991.6998008966625
Order_No_7313,3233.2916646548792
Order_No_21637,3372.244368952936
Order_No_2771,2733.817185823964
Order_No_27028,2972.3689867288012
Order_No_21667,3048.151296713148
Order_No_7455,2864.26391001933
Order_No_4944,2995.9016627396595
Order_No_23247,3369.576955717078
Order_No_22283,3122.8313863372364
Order_No_20861,3287.138520089309
Order_No_2796,2724.0114472862424
Order_No_2454,2823.7838368233424
Order_No_14922,2212.645065751097
Order_No_10327,2868.4052333534164
Order_No_27227,2972.3689867288012
Order_No_4261,2947.8508450934323
Order_No_26664,3021.036430789394
Order_No_10003,3356.7651812088297
Order_No_23487,3348.7365361143957
Order_No_9684,3354.265491206368
Order_No_23504,2803.7474456739856
Order_No_24718,3233.2916646548792
Order_No_13062,3134.633674864595
Order_No_16473,3399.591165669167
Order_No_24662,2651.3408880965617
Order_No_23161,2812.2319700042935
Order_No_1924,2712.963402459026
Order_No_9092,2724.0114472862424
Order_No_20975,2598.841708875255
Order_No_24843,2651.3408880965617
Order_No_5803,3372.060904861646
Order_No_27884,2972.3689867288012
Order_No_27327,2712.963402459026
Order_No_9261,2739.948795473868
Order_No_690,2712.963402459026
Order_No_23177,2651.3408880965617
Order_No_20078,2718.5350385380307
Order_No_8038,2724.0114472862424
Order_No_16675,2947.8508450934323
Order_No_18783,2651.3408880965617
Order_No_9289,2651.3408880965617
Order_No_14904,2687.00091994186
Order_No_12027,2639.875302604617
Order_No_22247,2947.8508450934323
Order_No_22764,3123.5513805602213
Order_No_4788,2724.0114472862424
Order_No_302,2724.0114472862424
Order_No_23035,3134.633674864595
Order_No_13104,2724.0114472862424
Order_No_17122,2815.0950155886776
Order_No_2754,2868.4052333534164
Order_No_23924,2687.00091994186
Order_No_27658,2829.770272772087
Order_No_9284,2687.00091994186
Order_No_6360,3344.330415723455
Order_No_2678,3134.633674864595
Order_No_15085,3311.0477927539246
Order_No_10104,2991.6998008966625
Order_No_14196,2796.228348800184
Order_No_660,2598.841708875255
Order_No_21490,2815.5146728685613
Order_No_24488,3345.385486172552
Order_No_10591,3354.265491206368
Order_No_12053,3227.1974781086865
Order_No_1112,2805.2289484555245
Order_No_25929,3468.4571472926036
Order_No_27607,2812.0575546057726
Order_No_27383,3354.265491206368
Order_No_17665,3334.5078792783634
Order_No_16910,2724.0114472862424
Order_No_17892,3354.265491206368
Order_No_22812,2947.8508450934323
Order_No_22151,3354.265491206368
Order_No_21595,2228.385617771443
Order_No_6876,3352.033986205048
Order_No_11647,2712.963402459026
Order_No_11871,3334.961345373902
Order_No_24588,2680.526215014156
Order_No_985,2805.2289484555245
Order_No_7635,3114.822970138853
Order_No_24304,3243.8025917931186
Order_No_10212,3348.7365361143957
Order_No_25083,2733.817185823964
Order_No_25830,3354.265491206368
Order_No_7873,2819.7579478930916
Order_No_25510,3399.591165669167
Order_No_23442,2598.841708875255
Order_No_6709,2829.770272772087
Order_No_5515,2924.096739125351
Order_No_13413,2803.7474456739856
Order_No_4949,3224.273404518347
Order_No_23397,3081.780082810562
Order_No_964,3348.7365361143957
Order_No_16384,2733.817185823964
Order_No_6598,2947.8508450934323
Order_No_24455,2803.7474456739856
Order_No_24914,2680.526215014156
Order_No_23200,3041.8728922418704
Order_No_25569,2680.526215014156
Order_No_23280,3348.7365361143957
Order_No_16694,3227.680393957483
Order_No_4077,2815.5146728685613
Order_No_23664,2598.841708875255
Order_No_10280,2680.526215014156
Order_No_20249,2778.8336721976184
Order_No_9600,3265.5286804327015
Order_No_10590,3041.8728922418704
Order_No_13350,3372.060904861646
Order_No_6309,2734.1658203472316
Order_No_3842,3372.060904861646
Order_No_4522,2805.2289484555245
Order_No_17682,3233.2916646548792
Order_No_24366,3265.5286804327015
Order_No_12558,3348.7365361143957
Order_No_18576,2868.4052333534164
Order_No_18759,2733.817185823964
Order_No_4008,3041.8728922418704
Order_No_766,3336.300648340114
Order_No_5356,3334.961345373902
Order_No_11178,3134.633674864595
Order_No_22969,2651.3408880965617
Order_No_8350,2802.178422674823
Order_No_9590,3265.5286804327015
Order_No_3963,2712.963402459026
Order_No_256,2687.00091994186
Order_No_26648,2724.0114472862424
Order_No_11906,2680.526215014156
Order_No_10613,2724.0114472862424
Order_No_11748,2819.7579478930916
Order_No_27538,3134.633674864595
Order_No_22045,2739.948795473868
Order_No_2782,3372.060904861646
Order_No_1795,3243.8025917931186
Order_No_21220,3354.265491206368
Order_No_24237,2965.358408227153
Order_No_7294,3123.5513805602213
Order_No_4850,3354.265491206368
Order_No_4136,2972.3689867288012
Order_No_21854,2947.8508450934323
Order_No_17794,2306.4649396704613
Order_No_7267,2680.526215014156
Order_No_2271,2991.6998008966625
Order_No_2624,3243.8025917931186
Order_No_18966,2306.4649396704613
Order_No_10620,2733.817185823964
Order_No_23678,2803.7474456739856
Order_No_12085,3233.2916646548792
Order_No_17263,2651.3408880965617
Order_No_24024,3265.5286804327015
Order_No_27601,2718.5350385380307
Order_No_6879,2734.1658203472316
Order_No_6470,2651.3408880965617
Order_No_4252,3344.330415723455
Order_No_20277,2802.178422674823
Order_No_10688,2815.5146728685613
Order_No_4977,2711.1310754389215
Order_No_21533,2823.7838368233424
Order_No_9781,2724.0114472862424
Order_No_19105,3233.2916646548792
Order_No_24841,2680.526215014156
Order_No_27523,2819.7579478930916
Order_No_23716,2803.7474456739856
Order_No_14637,2639.875302604617
Order_No_7276,2836.010216951994
Order_No_19299,2625.5570516779044
Order_No_1025,3265.5286804327015
Order_No_22149,3041.8728922418704
Order_No_16333,3233.2916646548792
Order_No_25134,2289.494382482146
Order_No_9145,2724.0114472862424
Order_No_22940,3257.1345004167556
Order_No_14157,3372.244368952936
Order_No_22873,2712.963402459026
Order_No_10503,2598.841708875255
Order_No_13407,2680.526215014156
Order_No_27422,2724.0114472862424
Order_No_24343,2819.7579478930916
Order_No_3425,3219.6022561184545
Order_No_19030,2712.963402459026
Order_No_21520,3336.664852990602
Order_No_27961,2651.3408880965617
Order_No_14088,2805.2289484555245
Order_No_12026,3134.633674864595
Order_No_14848,2651.3408880965617
Order_No_21252,2733.817185823964
Order_No_23651,2598.841708875255
Order_No_21788,3354.265491206368
Order_No_16483,3352.033986205048
Order_No_27328,2689.91977200978
Order_No_17430,3311.0477927539246
Order_No_10805,3021.036430789394
Order_No_24394,2947.8508450934323
Order_No_5759,2680.526215014156
Order_No_23949,2724.0114472862424
Order_No_12761,2724.0114472862424
Order_No_15095,3240.1166120700045
Order_No_15488,2724.0114472862424
Order_No_10438,2712.963402459026
Order_No_26443,2712.963402459026
Order_No_15141,2712.963402459026
Order_No_2192,2724.0114472862424
Order_No_27933,2689.91977200978
Order_No_9606,2987.1302084894905
Order_No_3162,3354.265491206368
Order_No_15728,3134.633674864595
Order_No_11121,3354.265491206368
Order_No_19984,3122.8313863372364
Order_No_15683,2991.6998008966625
Order_No_789,2598.841708875255
Order_No_9878,2687.00091994186
Order_No_12531,3329.5423951161947
Order_No_11340,2812.0575546057726
Order_No_3333,2680.526215014156
Order_No_5621,2724.0114472862424
Order_No_18642,3336.748472613622
Order_No_1758,2838.6321697033354
Order_No_7060,2651.3408880965617
Order_No_1996,3334.961345373902
Order_No_3249,2739.948795473868
Order_No_23313,3402.6331822499424
Order_No_9218,2680.526215014156
Order_No_5678,3311.0477927539246
Order_No_17073,2991.6998008966625
Order_No_1669,3252.7931300520477
Order_No_11691,2724.0114472862424
Order_No_26922,2689.91977200978
Order_No_6273,2849.8437712662508
Order_No_13954,2711.1310754389215
Order_No_18299,2687.00091994186
Order_No_9866,2819.7579478930916
Order_No_14010,2712.963402459026
Order_No_12504,3169.410205922228
Order_No_26094,2815.0950155886776
Order_No_13353,2947.8508450934323
Order_No_24661,2823.7838368233424
Order_No_9663,3252.7931300520477
Order_No_11085,2805.2289484555245
Order_No_17897,2838.6321697033354
Order_No_16315,3123.5513805602213
Order_No_13527,2812.2319700042935
Order_No_22968,2724.0114472862424
Order_No_13792,2838.6321697033354
Order_No_6720,2796.228348800184
Order_No_1516,3123.5513805602213
Order_No_22397,2825.0487522705334
Order_No_21104,3233.2916646548792
Order_No_14469,2724.0114472862424
Order_No_124,2651.3408880965617
Order_No_14959,2712.963402459026
Order_No_9621,2724.0114472862424
Order_No_4259,2844.793772173624
Order_No_16065,2625.5570516779044
Order_No_15914,2680.526215014156
Order_No_7915,2833.4613693414362
Order_No_23036,3329.5423951161947
Order_No_14779,3021.036430789394
Order_No_27381,3134.633674864595
Order_No_19898,2687.00091994186
Order_No_24710,2991.6998008966625
Order_No_4568,3026.915708845134
Order_No_19925,2838.6321697033354
Order_No_8236,2718.5350385380307
Order_No_10753,2819.7579478930916
Order_No_25148,3372.060904861646
Order_No_10113,3221.9959440183075
Order_No_24716,2819.7579478930916
Order_No_20796,3041.8728922418704
Order_No_26666,3369.576955717078
Order_No_26218,2819.7579478930916
Order_No_19522,3397.2523495020823
Order_No_18819,3374.0853950917867
Order_No_14329,3354.265491206368
Order_No_18132,3399.591165669167
Order_No_17756,2864.26391001933
Order_No_19189,2987.1302084894905
Order_No_23646,2289.494382482146
Order_No_1575,2651.3408880965617
Order_No_12783,2991.6998008966625
Order_No_10024,3114.822970138853
Order_No_25414,3342.5081191825657
Order_No_11465,3348.7365361143957
Order_No_6410,2289.494382482146
Order_No_19977,3348.7365361143957
Order_No_16825,3240.1166120700045
Order_No_3584,3081.780082810562
Order_No_15539,3134.633674864595
Order_No_15158,3227.1974781086865
Order_No_17490,2868.4052333534164
Order_No_7544,3026.915708845134
Order_No_5731,2701.1426990046384
Order_No_5868,2972.3689867288012
Order_No_14440,3021.036430789394
Order_No_11975,2724.0114472862424
Order_No_12964,2712.963402459026
Order_No_1976,2680.526215014156
Order_No_28141,3021.036430789394
Order_No_8511,2701.1426990046384
Order_No_9561,2991.6998008966625
Order_No_12437,2651.3408880965617
Order_No_18400,2803.7474456739856
Order_No_21736,2839.767603875507
Order_No_12853,3354.265491206368
Order_No_15245,2687.00091994186
Order_No_21050,2598.841708875255
Order_No_296,3021.036430789394
Order_No_8689,2687.00091994186
Order_No_27766,3265.5286804327015
Order_No_829,2803.7474456739856
Order_No_8223,2849.8437712662508
Order_No_11036,2864.26391001933
Order_No_26788,2651.3408880965617
Order_No_4953,2947.8508450934323
Order_No_22655,2965.358408227153
Order_No_9568,3081.780082810562
Order_No_20300,2778.8336721976184
Order_No_20891,2718.5350385380307
Order_No_23568,2805.2289484555245
Order_No_2853,2998.186483258168
Order_No_14086,2651.3408880965617
Order_No_28230,3348.7365361143957
Order_No_15567,3354.265491206368
Order_No_11238,3402.6331822499424
Order_No_1801,3372.244368952936
Order_No_9009,2651.3408880965617
Order_No_28131,2868.4052333534164
Order_No_10842,2734.1658203472316
Order_No_20373,2711.1310754389215
Order_No_10859,2712.963402459026
Order_No_11137,2651.3408880965617
Order_No_26971,2689.91977200978
Order_No_12578,2718.5350385380307
Order_No_11551,2687.00091994186
Order_No_20146,3399.591165669167
Order_No_11022,2995.9016627396595
Order_No_12977,3309.1562226483748
Order_No_7347,2995.9016627396595
Order_No_1547,3265.5286804327015
Order_No_11947,2778.8336721976184
Order_No_15396,2805.2289484555245
Order_No_4515,3243.8025917931186
Order_No_25323,3348.7365361143957
Order_No_25326,2965.358408227153
Order_No_5704,2991.6998008966625
Order_No_24556,2947.8508450934323
Order_No_26462,3294.5535216843805
Order_No_18180,3354.265491206368
Order_No_10049,3337.245767911644
Order_No_22193,2598.841708875255
Order_No_11518,3372.060904861646
Order_No_26394,3240.1166120700045
Order_No_14679,2839.767603875507
Order_No_19836,2991.6998008966625
Order_No_27476,2833.4613693414362
Order_No_7715,2778.8336721976184
Order_No_12326,2995.9016627396595
Order_No_2450,2778.8336721976184
Order_No_7718,2598.841708875255
Order_No_5850,2805.2289484555245
Order_No_20046,3344.330415723455
Order_No_8764,2819.7579478930916
Order_No_5769,3485.1392490557073
Order_No_18659,3026.915708845134
Order_No_17403,3336.748472613622
Order_No_15478,2803.7474456739856
Order_No_3126,2651.3408880965617
Order_No_16300,2991.6998008966625
Order_No_1905,3294.5535216843805
Order_No_13191,3346.8859965113566
Order_No_17865,3336.300648340114
Order_No_2647,3354.265491206368
Order_No_14687,3134.633674864595
Order_No_21424,2838.6321697033354
Order_No_3750,2724.0114472862424
Order_No_14033,2680.526215014156
Order_No_5460,3233.2916646548792
Order_No_16754,3352.033986205048
Order_No_25642,3243.8025917931186
Order_No_15134,3294.5535216843805
Order_No_22029,2734.1658203472316
Order_No_18023,2625.5570516779044
Order_No_27079,2947.8508450934323
Order_No_19375,3309.1562226483748
Order_No_27970,3240.1166120700045
Order_No_19005,3348.7365361143957
Order_No_11385,3265.5286804327015
Order_No_8288,3402.6331822499424
Order_No_7459,2739.948795473868
Order_No_20632,3245.7409227290655
Order_No_21273,3041.8728922418704
Order_No_18561,2321.5572361183476
Order_No_21434,3354.265491206368
Order_No_12447,2995.9016627396595
Order_No_24669,3339.882725822839
Order_No_5984,3265.5286804327015
Order_No_4667,3397.2523495020823
Order_No_7319,2625.5570516779044
Order_No_25697,3336.300648340114
Order_No_15181,2687.00091994186
Order_No_21519,2724.0114472862424
Order_No_22483,2321.5572361183476
Order_No_17874,2598.841708875255
Order_No_20473,2739.948795473868
Order_No_25570,3348.7365361143957
Order_No_25648,2724.0114472862424
Order_No_24753,3372.060904861646
Order_No_18890,3265.5286804327015
Order_No_16308,3243.8025917931186
Order_No_18837,3372.060904861646
Order_No_15773,2651.3408880965617
Order_No_602,3336.664852990602
Order_No_4171,3397.2523495020823
Order_No_9418,2965.358408227153
Order_No_23480,3336.748472613622
Order_No_14641,3252.7931300520477
Order_No_2556,2803.7474456739856
Order_No_25209,2825.0487522705334
Order_No_3451,2864.26391001933
Order_No_2864,3233.2916646548792
Order_No_23533,3277.82410325564
Order_No_11957,2796.228348800184
Order_No_15818,2651.3408880965617
